trial,route,mean,std,count,sem,ci_lower,ci_upper
64,Route A,0.6729050361060925,0.13944881786371172,500,0.006236340722504927,0.6606818082899829,0.6851282639222022
65,Route A,0.6673245539771776,0.13989022923699446,500,0.006256081239238963,0.6550626347482692,0.679586473206086
66,Route A,0.6677874592267151,0.14000594567956656,500,0.006261256235873076,0.6555153970044039,0.6800595214490264
67,Route A,0.6703916639101702,0.1399761732386373,500,0.006259924771837598,0.6581222113573686,0.6826611164629719
68,Route A,0.6673321897583516,0.14552299138455593,500,0.006507986020499666,0.6545765371581723,0.6800878423585309
69,Route A,0.6738666832796105,0.14656455911183544,500,0.006554566345327004,0.6610197332427696,0.6867136333164514
70,Route A,0.6800448734538085,0.1454618840962972,500,0.006505253219490322,0.6672945771436074,0.6927951697640096
71,Route A,0.6780531046242401,0.14357805507301372,500,0.006421005824409343,0.6654679332083977,0.6906382760400824
72,Route A,0.6805934688494375,0.14083665254530492,500,0.006298406576296411,0.6682485919598965,0.6929383457389785
73,Route A,0.6789190596526627,0.14204575874293085,500,0.006352479449294569,0.6664681999320454,0.6913699193732801
74,Route A,0.6783053239610526,0.14009697637049345,500,0.006265327252132102,0.6660252825468737,0.6905853653752315
75,Route A,0.68069088931056,0.13589944031735143,500,0.006077607733075468,0.6687787781537321,0.6926030004673879
76,Route A,0.6808557191636141,0.13856105658142845,500,0.006196638831005372,0.6687103070548436,0.6930011312723846
77,Route A,0.6829807385360906,0.1384759221639611,500,0.006192831504111735,0.6708427887880316,0.6951186882841497
78,Route A,0.6818117771104041,0.13558839019880095,500,0.006063697148885703,0.6699269306985881,0.6936966235222201
79,Route A,0.6834422843411647,0.13918273432511102,500,0.006224441104904831,0.6712423797755512,0.6956421889067782
80,Route A,0.6779882377111726,0.13900930272307288,500,0.0062166850078727515,0.665803535095742,0.6901729403266031
81,Route A,0.6771967735954849,0.14091002488928442,500,0.006301687887272545,0.6648454653364307,0.6895480818545391
82,Route A,0.6789033771389578,0.13818034347941266,500,0.00617961282348473,0.6667913360049277,0.6910154182729878
