alpha,beta,negative_log_likelihood
0.33,0.21,131.55142604401945
0.33,0.22,129.74951841324238
0.33,0.23,128.1133897134012
0.33,0.24,126.63557252110758
0.33,0.25,125.30874132404476
0.33,0.26,124.12574228413649
0.33,0.27,123.07961769573832
0.33,0.28,122.16362550427709
0.33,0.29,121.37125430201942
0.33,0.3,120.69623424598292
0.33,0.31,120.13254435243798
0.33,0.32,119.67441661697949
0.33,0.33,119.31633739236513
0.33,0.34,119.05304643146684
0.33,0.35,118.87953397247205
0.33,0.36,118.79103621015834
0.33,0.37,118.78302946243014
0.33,0.38,118.85122330672513
0.33,0.39,118.99155292737913
0.33,0.4,119.20017088329718
0.33,0.41,119.47343847576583
0.33,0.42,119.8079168692351
0.33,0.43,120.20035809350566
0.33,0.44,120.64769603397703
0.33,0.45,121.14703749737158
0.33,0.46,121.69565342351153
0.33,0.47,122.2909702991131
0.33,0.48,122.93056181700003
0.33,0.49,123.61214081341288
0.33,0.5,124.33355150702205
0.33,0.51,125.09276205563674
0.33,0.52,125.88785744027443
0.33,0.53,126.71703268103933
0.33,0.54,127.57858638501104
0.33,0.55,128.4709146229255
0.33,0.56,129.3925051287217
0.33,0.57,130.34193181391518
0.33,0.58,131.31784958715917
0.33,0.59,132.31898946817535
0.33,0.6,133.34415398440785
0.33,0.61,134.39221283822272
0.33,0.62,135.4620988321752
0.33,0.63,136.5528040397671
0.33,0.64,137.6633762091661
0.33,0.65,138.7929153875362
0.33,0.66,139.94057075389753
0.33,0.67,141.1055376487775
0.33,0.68,142.2870547893153
0.33,0.69,143.48440165891407
0.33,0.7,144.69689606100454
0.33,0.71,145.92389182695072
0.33,0.72,147.16477666862556
0.33,0.73,148.4189701666574
0.33,0.74,149.68592188583435
0.33,0.75,150.9651096096226
0.33,0.76,152.25603768620888
0.33,0.77,153.55823547892268
0.33,0.78,154.87125591431916
0.33,0.79,156.1946741216077
0.33,0.8,157.52808615750752
0.33,0.81,158.87110781097388
0.33,0.82,160.2233734825935
0.33,0.83,161.58453513378396
0.33,0.84,162.95426130123684
0.33,0.85,164.33223617234918
0.33,0.86,165.7181587176625
0.33,0.87,167.11174187658656
0.33,0.88,168.51271179294088
0.33,0.89,169.92080709706698
0.33,0.9,171.33577823148454
0.33,0.91,172.7573868172698
0.33,0.92,174.18540505851468
0.33,0.93,175.61961518241094
0.33,0.94,177.0598089126632
0.33,0.95,178.50578697408886
0.33,0.96,179.95735862640603
0.33,0.97,181.41434122534915
0.33,0.98,182.87655980937006
0.33,0.99,184.34384671030236
0.33,1.0,185.81604118647684
0.34,0.05,188.6172428119456
0.34,0.06,183.20006377427967
0.34,0.07,178.0490652643108
0.34,0.08,173.161861437283
0.34,0.09,168.53528370057862
0.34,0.1,164.16541765540438
0.34,0.11,160.0476507293156
0.34,0.12,156.17672897893985
0.34,0.13,152.54682127609289
0.34,0.14,149.15158893063426
0.34,0.15,145.98425875168468
0.34,0.16,143.03769759790777
0.34,0.17,140.30448660284404
0.34,0.18,137.77699346347973
0.34,0.19,135.44744142784907
0.34,0.2,133.3079738893006
0.34,0.21,131.35071377194927
0.34,0.22,129.5678171579992
0.34,0.23,127.95152085113997
0.34,0.24,126.49418378320375
0.34,0.25,125.18832234944618
0.34,0.26,124.0266399000066
0.34,0.27,123.00205072248504
0.34,0.28,122.10769892600803
0.34,0.29,121.33697268451851
0.34,0.3,120.68351432071894
0.34,0.31,120.1412267165702
0.34,0.32,119.70427652578911
0.34,0.33,119.36709464223922
0.34,0.34,119.12437434884647
0.34,0.35,118.97106753751393
0.34,0.36,118.90237935374249
0.34,0.37,118.91376158207741
0.34,0.38,119.00090505146069
0.34,0.39,119.1597313040288
0.34,0.4,119.38638373754496
0.34,0.41,119.67721840088105
0.34,0.42,120.02879459400599
0.34,0.43,120.43786539884128
0.34,0.44,120.90136824508033
0.34,0.45,121.41641559551145
0.34,0.46,121.98028581836908
0.34,0.47,122.59041429955414
0.34,0.48,123.2443848350162
0.34,0.49,123.93992133293895
0.34,0.5,124.67487984641848
0.34,0.51,125.4472409498584
0.34,0.52,126.2551024661469
0.34,0.53,127.09667254664379
0.34,0.54,127.97026310193925
0.34,0.55,128.8742835781144
0.34,0.56,129.80723507069592
0.34,0.57,130.76770476656236
0.34,0.58,131.7543607026185
0.34,0.59,132.7659468290212
0.34,0.6,133.8012783640678
0.34,0.61,134.85923742743805
0.34,0.62,135.93876893831802
0.34,0.63,137.03887676493008
0.34,0.64,138.15862011215359
0.34,0.65,139.29711013417517
0.34,0.66,140.45350675947276
0.34,0.67,141.6270157158419
0.34,0.68,142.81688574364264
0.34,0.69,144.02240598594312
0.34,0.7,145.24290354474044
0.34,0.71,146.47774119297569
0.34,0.72,147.7263152325779
0.34,0.73,148.98805348929392
0.34,0.74,150.26241343557885
0.34,0.75,151.54888043330803
0.34,0.76,152.84696608857092
0.34,0.77,154.15620671125666
0.34,0.78,155.4761618725944
0.34,0.79,156.8064130542335
0.34,0.8,158.146562382859
0.34,0.81,159.4962314447074
0.34,0.82,160.85506017472738
0.34,0.83,162.222705815463
0.34,0.84,163.59884194105706
0.34,0.85,164.98315754208718
0.34,0.86,166.37535616721996
0.34,0.87,167.77515511794383
0.34,0.88,169.1822846928902
0.34,0.89,170.59648747848485
0.34,0.9,172.01751768289324
0.34,0.91,173.44514051042785
0.34,0.92,174.8791315737779
0.34,0.93,176.31927634159536
0.34,0.94,177.7653696191492
0.34,0.95,179.21721505990126
0.34,0.96,180.674624706011
0.34,0.97,182.13741855591263
0.34,0.98,183.60542415722227
0.34,0.99,185.07847622336803
0.34,1.0,186.55641627242525
0.35,0.05,188.4237372944378
0.35,0.06,182.98215397042662
0.35,0.07,177.81122093229635
0.35,0.08,172.90837147529538
0.35,0.09,168.27023316798545
0.35,0.1,163.89266797468454
0.35,0.11,159.77082345729437
0.35,0.12,155.89919339870264
0.35,0.13,152.2716859174035
0.35,0.14,148.8816969866834
0.35,0.15,145.72218723231921
0.35,0.16,142.78575995095923
0.35,0.17,140.06473845024513
0.35,0.18,137.55124103950794
0.35,0.19,135.23725227285792
0.35,0.2,133.11468934161113
0.35,0.21,131.1754628099157
0.35,0.22,129.41153116957818
0.35,0.23,127.81494894535443
0.35,0.24,126.37790830260742
0.35,0.25,125.09277429142348
0.35,0.26,123.95211400443445
0.35,0.27,122.94872003154863
0.35,0.28,122.07562866707211
0.35,0.29,121.3261333677594
0.35,0.3,120.69379397908008
0.35,0.31,120.17244224627775
0.35,0.32,119.75618411121941
0.35,0.33,119.43939926964704
0.35,0.34,119.21673842976678
0.35,0.35,119.08311867503114
0.35,0.36,119.03371729381129
0.35,0.37,119.06396439820416
0.35,0.38,119.1695346147958
0.35,0.39,119.34633809275047
0.35,0.4,119.59051103971466
0.35,0.41,119.89840596408504
0.35,0.42,120.2665817733562
0.35,0.43,120.69179385253925
0.35,0.44,121.17098422395807
0.35,0.45,121.70127186991216
0.35,0.46,122.27994328254735
0.35,0.47,122.90444329056996
0.35,0.48,123.57236619992503
0.35,0.49,124.28144727502112
0.35,0.5,125.02955457826283
0.35,0.51,125.81468117835922
0.35,0.52,126.63493773189421
0.35,0.53,127.48854543779768
0.35,0.54,128.37382936048334
0.35,0.55,129.28921211436872
0.35,0.56,130.2332079001421
0.35,0.57,131.20441688137427
0.35,0.58,132.2015198887936
0.35,0.59,133.22327343866883
0.35,0.6,134.2685050511977
0.35,0.61,135.3361088545235
0.35,0.62,136.42504145994414
0.35,0.63,137.5343180939935
0.35,0.64,138.66300897331476
0.35,0.65,139.81023590861201
0.35,0.66,140.97516912438383
0.35,0.67,142.1570242816381
0.35,0.68,143.3550596913107
0.35,0.69,144.56857370666353
0.35,0.7,145.79690228350134
0.35,0.71,147.03941669761608
0.35,0.72,148.29552140943213
0.35,0.73,149.56465206638296
0.35,0.74,150.84627363409223
0.35,0.75,152.1398786479557
0.35,0.76,153.4449855772331
0.35,0.77,154.7611372942357
0.35,0.78,156.08789964166814
0.35,0.79,157.42486009161712
0.35,0.8,158.77162649010359
0.35,0.81,160.12782588150372
0.35,0.82,161.49310340752683
0.35,0.83,162.86712127578298
0.35,0.84,164.24955779330335
0.35,0.85,165.64010646069627
0.35,0.86,167.03847512289974
0.35,0.87,168.44438517277533
0.35,0.88,169.8575708040369
0.35,0.89,171.27777831024738
0.35,0.9,172.70476542684156
0.35,0.91,174.1383007133374
0.35,0.92,175.57816297309623
0.35,0.93,177.0241407081644
0.35,0.94,178.47603160691324
0.35,0.95,179.93364206232897
0.35,0.96,181.39678671897158
0.35,0.97,182.86528804674396
0.35,0.98,184.33897593974046
0.35,0.99,185.81768733857092
0.35,1.0,187.3012658746519
0.36,0.05,188.24085800039046
0.36,0.06,182.77659375835117
0.36,0.07,177.58731568618617
0.36,0.08,172.67027685942566
0.36,0.09,168.0219020557427
0.36,0.1,163.63783111636926
0.36,0.11,159.51297376778734
0.36,0.12,155.6415741041364
0.36,0.13,152.017282652711
0.36,0.14,148.63323379343828
0.36,0.15,145.48212627761748
0.36,0.16,142.55630468006947
0.36,0.17,139.84783980266388
0.36,0.18,137.34860630161216
0.36,0.19,135.05035610992994
0.36,0.2,132.94478654522925
0.36,0.21,131.0236023098907
0.36,0.22,129.2785708884773
0.36,0.23,127.70157111375183
0.36,0.24,126.28463490032874
0.36,0.25,125.01998233053469
0.36,0.26,123.90005042052935
0.36,0.27,122.91751599870021
0.36,0.28,122.06531319697032
0.36,0.29,121.33664609403549
0.36,0.3,120.72499706305078
0.36,0.31,120.2241313702113
0.36,0.32,119.82809854985236
0.36,0.33,119.53123105043001
0.36,0.34,119.32814060765232
0.36,0.35,119.21371275907659
0.36,0.36,119.18309987100233
0.36,0.37,119.23171300525527
0.36,0.38,119.35521291174852
0.36,0.39,119.54950039342576
0.36,0.4,119.81070625388298
0.36,0.41,120.13518100493579
0.36,0.42,120.51948448177083
0.36,0.43,120.96037548703723
0.36,0.44,121.45480156218805
0.36,0.45,121.9998889643533
0.36,0.46,122.5929329097975
0.36,0.47,123.23138813030812
0.36,0.48,123.91285977643236
0.36,0.49,124.63509469105422
0.36,0.5,125.39597306815429
0.36,0.51,126.19350050447237
0.36,0.52,127.02580044600913
0.36,0.53,127.89110702665242
0.36,0.54,128.78775829253536
0.36,0.55,129.71418980287385
0.36,0.56,130.66892859586704
0.36,0.57,131.6505875066446
0.36,0.58,132.6578598231339
0.36,0.59,133.68951426499078
0.36,0.6,134.74439027033324
0.36,0.61,135.82139357486957
0.36,0.62,136.91949206806677
0.36,0.63,138.0377119112253
0.36,0.64,139.17513390266845
0.36,0.65,140.33089007569424
0.36,0.66,141.50416051544371
0.36,0.67,142.69417038139082
0.36,0.68,143.90018712275872
0.36,0.69,145.12151787475932
0.36,0.7,146.3575070241745
0.36,0.71,147.60753393340616
0.36,0.72,148.8710108127237
0.36,0.73,150.14738073103257
0.36,0.74,151.43611575604973
0.36,0.75,152.73671521533552
0.36,0.76,154.04870407014857
0.36,0.77,155.37163139460645
0.36,0.78,156.70506895310592
0.36,0.79,158.04860986942165
0.36,0.8,159.40186738132886
0.36,0.81,160.7644736749993
0.36,0.82,162.1360787938155
0.36,0.83,163.51634961659255
0.36,0.84,164.90496890054843
0.36,0.85,166.30163438467372
0.36,0.86,167.70605794944893
0.36,0.87,169.11796482913743
0.36,0.88,170.53709287313958
0.36,0.89,171.96319185313365
0.36,0.9,173.39602281295907
0.36,0.91,174.8353574584019
0.36,0.92,176.28097758424522
0.36,0.93,177.73267453612107
0.36,0.94,179.19024870487846
0.36,0.95,180.65350905133332
0.36,0.96,182.12227265941752
0.36,0.97,183.59636431587802
0.36,0.98,185.07561611480597
0.36,0.99,186.55986708539027
0.36,1.0,188.04896284140577
0.37,0.05,188.06786787434896
0.37,0.06,182.58252265712093
0.37,0.07,177.37637353911327
0.37,0.08,172.44649395550854
0.37,0.09,167.7891068651048
0.37,0.1,163.39963140834342
0.37,0.11,159.27274139864946
0.37,0.12,155.40243370120794
0.37,0.13,151.78210427061478
0.37,0.14,148.40462947348135
0.37,0.15,145.26245031176572
0.37,0.16,142.34765727362702
0.37,0.17,139.6520737486782
0.37,0.18,137.16733622658762
0.37,0.19,134.88496982367022
0.37,0.2,132.79645802475417
0.37,0.21,130.8933058643707
0.37,0.22,129.16709608445836
0.37,0.23,127.60953808295557
0.37,0.24,126.21250970171677
0.37,0.25,124.96809209042907
0.37,0.26,123.86859802636239
0.37,0.27,122.9065941711995
0.37,0.28,122.07491781070523
0.37,0.29,121.36668865631397
0.37,0.3,120.77531629573294
0.37,0.31,120.29450386802833
0.37,0.32,119.918248512517
0.37,0.33,119.64083910461348
0.37,0.34,119.45685174928857
0.37,0.35,119.36114345701877
0.37,0.36,119.34884438036865
0.37,0.37,119.4153489434142
0.37,0.38,119.55630615231492
0.37,0.39,119.76760933432362
0.37,0.4,120.04538551487079
0.37,0.41,120.38598460833155
0.37,0.42,120.78596856772513
0.37,0.43,121.2421006118275
0.37,0.44,121.7513346248236
0.37,0.45,122.31080480344018
0.37,0.46,122.91781560922344
0.37,0.47,123.56983206896412
0.37,0.48,124.26447045394268
0.37,0.49,124.99948935839085
0.37,0.5,125.7727811890939
0.37,0.51,126.58236407112832
0.37,0.52,127.42637416914955
0.37,0.53,128.30305841919608
0.37,0.54,129.21076766250266
0.37,0.55,130.14795017014737
0.37,0.56,131.1131455453758
0.37,0.57,132.10497898902636
0.37,0.58,133.12215591252365
0.37,0.59,134.16345688233378
0.37,0.6,135.2277328795028
0.37,0.61,136.31390085788058
0.37,0.62,137.42093958479813
0.37,0.63,138.54788574829027
0.37,0.64,139.69383031539067
0.37,0.65,140.8579151265464
0.37,0.66,142.0393297117797
0.37,0.67,143.23730831484974
0.37,0.68,144.45112711230942
0.37,0.69,145.68010161501212
0.37,0.7,146.9235842402852
0.37,0.71,148.18096204363164
0.37,0.72,149.4516545994693
0.37,0.73,150.73511202103202
0.37,0.74,152.03081311015706
0.37,0.75,153.33826362826434
0.37,0.76,154.65699468037573
0.37,0.77,155.98656120455288
0.37,0.78,157.3265405596258
0.37,0.79,158.6765312045573
0.37,0.8,160.0361514632278
0.37,0.81,161.4050383688489
0.37,0.82,162.78284658260054
0.37,0.83,164.16924738145926
0.37,0.84,165.56392771052842
0.37,0.85,166.9665892955038
0.37,0.86,168.37694781120942
0.37,0.87,169.79473210242014
0.37,0.88,171.21968345345377
0.37,0.89,172.65155490325074
0.37,0.9,174.09011060289959
0.37,0.91,175.53512521276875
0.37,0.92,176.98638333660895
0.37,0.93,178.44367899017
0.37,0.94,179.90681510205022
0.37,0.95,181.3756030446522
0.37,0.96,182.8498621932673
0.37,0.97,184.3294195114521
0.37,0.98,185.81410916097929
0.37,0.99,187.30377213476962
0.37,1.0,188.79825591132442
0.38,0.05,187.9041004510528
0.38,0.06,182.3991637544471
0.38,0.07,177.17751460377886
0.38,0.08,172.2360472837041
0.38,0.09,167.57078380304208
0.38,0.1,163.17692390711332
0.38,0.11,159.0489072883298
0.38,0.12,155.18048589823508
0.38,0.13,151.5648039778875
0.38,0.14,148.19448328559378
0.38,0.15,145.06171100757192
0.38,0.16,142.1583279718178
0.38,0.17,139.4759150231142
0.38,0.18,137.0058757278305
0.38,0.19,134.73951393012848
0.38,0.2,132.66810504790095
0.38,0.21,130.78296035329092
0.38,0.22,129.07548381068824
0.38,0.23,127.53722133240306
0.38,0.24,126.159902552017
0.38,0.25,124.93547540566414
0.38,0.26,123.85613395372677
0.38,0.27,122.9143399737356
0.38,0.28,122.10283891522266
0.38,0.29,121.41467083520492
0.38,0.3,120.8431769352576
0.38,0.31,120.38200230380912
0.38,0.32,120.02509543574295
0.38,0.33,119.7667050602875
0.38,0.34,119.60137476131072
0.38,0.35,119.52393582459636
0.38,0.36,119.52949869676307
0.38,0.37,119.61344339194629
0.38,0.38,119.77140913636062
0.38,0.39,119.99928349819886
0.38,0.4,120.29319121141212
0.38,0.41,120.64948286696381
0.38,0.42,121.06472361414093
0.38,0.43,121.53568198730288
0.38,0.44,122.05931894984985
0.38,0.45,122.63277722688579
0.38,0.46,123.25337098077458
0.38,0.47,123.9185758691928
0.38,0.48,124.6260195130833
0.38,0.49,125.37347239180701
0.38,0.5,126.15883917450712
0.38,0.51,126.98015048997782
0.38,0.52,127.83555513196318
0.38,0.53,128.72331269257216
0.38,0.54,129.6417866132254
0.38,0.55,130.58943764008396
0.38,0.56,131.56481766910971
0.38,0.57,132.56656396466263
0.38,0.58,133.59339373474444
0.38,0.59,134.64409904557516
0.38,0.6,135.71754205804837
0.38,0.61,136.81265056871771
0.38,0.62,137.92841383824296
0.38,0.63,139.0638786906512
0.38,0.64,140.21814586728613
0.38,0.65,141.39036661993106
0.38,0.66,142.57973952823247
0.38,0.67,143.7855075272451
0.38,0.68,145.0069551316197
0.38,0.69,146.24340584366203
0.38,0.7,147.49421973319645
0.38,0.71,148.75879117785686
0.38,0.72,150.03654675310366
0.38,0.73,151.32694326191427
0.38,0.74,152.62946589471946
0.38,0.75,153.9436265107631
0.38,0.76,155.26896203262527
0.38,0.77,156.60503294619454
0.38,0.78,157.9514218988891
0.38,0.79,159.30773238940438
0.38,0.8,160.6735875427264
0.38,0.81,162.04862896457206
0.38,0.82,163.4325156698219
0.38,0.83,164.8249230798855
0.38,0.84,166.22554208429182
0.38,0.85,167.63407816212145
0.38,0.86,169.05025055920922
0.38,0.87,170.47379151732412
0.38,0.88,171.9044455518072
0.38,0.89,173.34196877438802
0.38,0.9,174.78612825813605
0.38,0.91,176.23670144171368
0.38,0.92,177.69347557029818
0.38,0.93,179.15624717072606
0.38,0.94,180.62482155858123
0.38,0.95,182.09901237511244
0.38,0.96,183.57864115200965
0.38,0.97,185.06353690220865
0.38,0.98,186.55353573502018
0.38,0.99,188.04848049399806
0.38,1.0,189.5482204160724
0.39,0.05,187.74895262784952
0.39,0.06,182.2258150058416
0.39,0.07,176.9899449234666
0.39,0.08,172.0380578931757
0.39,0.09,167.36597571915834
0.39,0.1,162.96867992230275
0.39,0.11,158.8403777199114
0.39,0.12,154.97457830782238
0.39,0.13,151.3641769036852
0.39,0.14,148.0015438811976
0.39,0.15,144.87861635013513
0.39,0.16,141.98698969693785
0.39,0.17,139.31800686717511
0.39,0.18,136.8628435115093
0.39,0.19,134.61258749755942
0.39,0.2,132.55831168099903
0.39,0.21,130.69113920529463
0.39,0.22,129.00230094200825
0.39,0.23,127.48318498040462
0.39,0.24,126.1253783199626
0.39,0.25,124.92070111098833
0.39,0.26,123.86123392921019
0.39,0.27,122.9393386649064
0.39,0.28,122.14767366209416
0.39,0.29,121.47920376552774
0.39,0.3,120.92720592958082
0.39,0.31,120.48527101992968
0.39,0.32,120.14730240194496
0.39,0.33,119.90751186366025
0.39,0.34,119.76041336999056
0.39,0.35,119.70081509162674
0.39,0.36,119.72381009903056
0.39,0.37,119.82476606088505
0.39,0.38,119.99931423835743
0.39,0.39,120.24333802229988
0.39,0.4,120.5529612204424
0.39,0.41,120.9245362658246
0.39,0.42,121.35463248612035
0.39,0.43,121.8400245459444
0.39,0.44,122.3776811504156
0.39,0.45,122.96475407789366
0.39,0.46,123.59856759254053
0.39,0.47,124.2766082728757
0.39,0.48,124.99651528044174
0.39,0.49,125.75607108277808
0.39,0.5,126.55319263682095
0.39,0.51,127.38592303234978
0.39,0.52,128.25242358994217
0.39,0.53,129.15096640388717
0.39,0.54,130.07992731743803
0.39,0.55,131.0377793155206
0.39,0.56,132.02308631840046
0.39,0.57,133.03449735873997
0.39,0.58,134.0707411238431
0.39,0.59,135.13062084460347
0.39,0.6,136.21300951267457
0.39,0.61,137.31684540759665
0.39,0.62,138.44112791601145
0.39,0.63,139.58491362560937
0.39,0.64,140.74731267707278
0.39,0.65,141.9274853579534
0.39,0.66,143.12463892315114
0.39,0.67,144.33802462739985
0.39,0.68,145.56693495593314
0.39,0.69,146.81070104025412
0.39,0.7,148.06869024667836
0.39,0.71,149.34030392604976
0.39,0.72,150.6249753137361
0.39,0.73,151.92216756968799
0.39,0.74,153.231371948996
0.39,0.75,154.55210609400496
0.39,0.76,155.88391243962988
0.39,0.77,157.2263567240796
0.39,0.78,158.57902659771577
0.39,0.79,159.9415303232744
0.39,0.8,161.31349556114478
0.39,0.81,162.6945682338299
0.39,0.82,164.0844114641297
0.39,0.83,165.48270458196322
0.39,0.84,166.88914219510966
0.39,0.85,168.30343331947466
0.39,0.86,169.725300564802
0.39,0.87,171.1544793720397
0.39,0.88,172.5907172988353
0.39,0.89,174.033773349888
0.39,0.9,175.48341734911517
0.39,0.91,176.93942935080744
0.39,0.92,178.40159908714747
0.39,0.93,179.86972544965033
0.39,0.94,181.3436160022604
0.39,0.95,182.82308652399425
0.39,0.96,184.3079605791738
0.39,0.97,185.7980691134273
0.39,0.98,187.29325007376067
0.39,0.99,188.79334805113064
0.39,1.0,190.29821394404848
0.4,0.05,187.6018782389517
0.4,0.06,182.0618415187736
0.4,0.07,176.81294747657157
0.4,0.08,171.85173310304546
0.4,0.09,167.17382060475768
0.4,0.1,162.7739743010828
0.4,0.11,158.64617042357503
0.4,0.12,154.78367740518016
0.4,0.13,151.17914395636052
0.4,0.14,147.82469210668535
0.4,0.15,144.71201243559938
0.4,0.16,141.83245890281233
0.4,0.17,139.17714098550587
0.4,0.18,136.7370112003727
0.4,0.19,134.50294649757626
0.4,0.2,132.4658224289721
0.4,0.21,130.61657938830277
0.4,0.22,128.94628057757637
0.4,0.23,127.44616165952401
0.4,0.24,126.10767230527004
0.4,0.25,124.92251003860724
0.4,0.26,123.88264691679136
0.4,0.27,122.98034967829398
0.4,0.28,122.20819403754146
0.4,0.29,121.55907382287421
0.4,0.3,121.02620564413786
0.4,0.31,120.60312974721084
0.4,0.32,120.28370767026033
0.4,0.33,120.06211726554524
0.4,0.34,119.93284559510693
0.4,0.35,119.89068015180577
0.4,0.36,119.93069880115581
0.4,0.37,120.04825878590883
0.4,0.38,120.23898508542715
0.4,0.39,120.49875837618691
0.4,0.4,120.82370279859065
0.4,0.41,121.21017369868514
0.4,0.42,121.6547454812756
0.4,0.43,122.15419968304093
0.4,0.44,122.70551335029651
0.4,0.45,123.30584778565469
0.4,0.46,123.9525377106407
0.4,0.47,124.64308087695444
0.4,0.48,125.37512814720289
0.4,0.49,126.14647405620221
0.4,0.5,126.95504785609364
