alpha,beta,negative_log_likelihood
0.24,0.1,168.29358389434134
0.24,0.11,164.30553961203083
0.24,0.12,160.5216084251667
0.24,0.13,156.93873944748276
0.24,0.14,153.55345988042092
0.24,0.15,150.36191052806248
0.24,0.16,147.3598842918879
0.24,0.17,144.54286674439075
0.24,0.18,141.90607789401932
0.24,0.19,139.444514298655
0.24,0.2,137.15299075510646
0.24,0.21,135.02618088138678
0.24,0.22,133.05865601022472
0.24,0.23,131.2449219200465
0.24,0.24,129.57945303799642
0.24,0.25,128.05672385382906
0.24,0.26,126.67123738015616
0.24,0.27,125.41755058107907
0.24,0.28,124.29029676618494
0.24,0.29,123.2842050095858
0.24,0.3,122.39411670417563
0.24,0.31,121.61499940017853
0.24,0.32,120.94195810529418
0.24,0.33,120.37024424252925
0.24,0.34,119.89526247243938
0.24,0.35,119.51257559032955
0.24,0.36,119.2179077072664
0.24,0.37,119.00714591773769
0.24,0.38,118.87634064753117
0.24,0.39,118.82170486382991
0.24,0.4,118.83961231643407
0.24,0.41,118.9265949650738
0.24,0.42,119.07933973351285
0.24,0.43,119.29468471696183
0.24,0.44,119.56961495555048
0.24,0.45,119.90125787347199
0.24,0.46,120.28687847106305
0.24,0.47,120.72387434563632
0.24,0.48,121.20977060635984
0.24,0.49,121.74221473893242
0.24,0.5,122.31897146718637
0.24,0.51,122.93791765105888
0.24,0.52,123.5970372535356
0.24,0.53,124.29441640315848
0.24,0.54,125.02823857341214
0.24,0.55,125.79677989572286
0.24,0.56,126.59840461883944
0.24,0.57,127.4315607239668
0.24,0.58,128.294775702117
0.24,0.59,129.18665249768995
0.24,0.6,130.10586562023047
0.24,0.61,131.05115742459023
0.24,0.62,132.02133455830395
0.24,0.63,133.01526457383798
0.24,0.64,134.0318727024352
0.24,0.65,135.07013878554875
0.24,0.66,136.12909435929072
0.24,0.67,137.20781988689438
0.24,0.68,138.30544213388492
0.24,0.69,139.42113168045094
0.24,0.7,140.554100565386
0.24,0.71,141.70360005592946
0.24,0.72,142.8689185378308
0.24,0.73,144.0493795200346
0.24,0.74,145.24433974846173
0.24,0.75,146.45318742349988
0.24,0.76,147.67534051594922
0.24,0.77,148.9102451763487
0.24,0.78,150.15737423277682
0.24,0.79,151.41622577240742
0.24,0.8,152.68632180230023
0.24,0.81,153.9672069850911
0.24,0.82,155.25844744545157
0.24,0.83,156.55962964337562
0.24,0.84,157.87035931054294
0.24,0.85,159.19026044620037
0.24,0.86,160.51897436918014
0.24,0.87,161.85615882285217
0.24,0.88,163.20148712998036
0.24,0.89,164.55464739461678
0.24,0.9,165.91534174832043
0.24,0.91,167.2832856381468
0.24,0.92,168.65820715398968
0.24,0.93,170.03984639300273
0.24,0.94,171.4279548589489
0.24,0.95,172.82229489445982
0.24,0.96,174.22263914429465
0.24,0.97,175.62877004781248
0.24,0.98,177.04047935895983
0.24,0.99,178.4575676921922
0.24,1.0,179.8798440928291
0.25,0.05,191.00597630332274
0.25,0.06,185.91543281747357
0.25,0.07,181.04331763833403
0.25,0.08,176.38888431770852
0.25,0.09,171.95083157479448
0.25,0.1,167.7273148217681
0.25,0.11,163.71596455136697
0.25,0.12,159.9139110806082
0.25,0.13,156.3178149678005
0.25,0.14,152.92390227871886
0.25,0.15,149.7280037777997
0.25,0.16,146.72559706387366
0.25,0.17,143.91185065652178
0.25,0.18,141.28166906511166
0.25,0.19,138.82973793235087
0.25,0.2,136.5505684307802
0.25,0.21,134.43854019640776
0.25,0.22,132.4879422010371
0.25,0.23,130.6930110867729
0.25,0.24,129.04796660661617
0.25,0.25,127.54704392911094
0.25,0.26,126.18452266906007
0.25,0.27,124.95475259799268
0.25,0.28,123.85217606603673
0.25,0.29,122.8713472307808
0.25,0.3,122.00694823894935
0.25,0.31,121.25380254419393
0.25,0.32,120.60688557027208
0.25,0.33,120.06133294483215
0.25,0.34,119.61244653648755
0.25,0.35,119.25569852838183
0.25,0.36,118.98673375646383
0.25,0.37,118.80137053151893
0.25,0.38,118.69560015179131
0.25,0.39,118.66558529877891
0.25,0.4,118.70765749330124
0.25,0.41,118.81831377290182
0.25,0.42,118.99421273557923
0.25,0.43,119.23217007914349
0.25,0.44,119.52915375045748
0.25,0.45,119.88227880465632
0.25,0.46,120.28880206127143
0.25,0.47,120.7461166320897
0.25,0.48,121.2517463845751
0.25,0.49,121.8033403947762
0.25,0.5,122.39866743478215
0.25,0.51,123.03561053194265
0.25,0.52,123.71216163015052
0.25,0.53,124.42641637744698
0.25,0.54,125.1765690589541
0.25,0.55,125.96090768961706
0.25,0.56,126.77780927735456
0.25,0.57,127.62573526391385
0.25,0.58,128.50322714793836
0.25,0.59,129.4089022924198
0.25,0.6,130.34144991676268
0.25,0.61,131.29962727209443
0.25,0.62,132.2822559971627
0.25,0.63,133.2882186511146
0.25,0.64,134.31645541864526
0.25,0.65,135.36596098237032
0.25,0.66,136.43578155681385
0.25,0.67,137.52501207807092
0.25,0.68,138.63279354298794
0.25,0.69,139.75831049158214
0.25,0.7,140.90078862637648
0.25,0.71,142.0594925623463
0.25,0.72,143.23372370125009
0.25,0.73,144.42281822422515
0.25,0.74,145.62614519667835
0.25,0.75,146.8431047796739
0.25,0.76,148.07312654221099
0.25,0.77,149.3156678689832
0.25,0.78,150.5702124584326
0.25,0.79,151.83626890612422
0.25,0.8,153.11336936868915
0.25,0.81,154.40106830380236
0.25,0.82,155.6989412818882
0.25,0.83,157.0065838654492
0.25,0.84,158.3236105521343
0.25,0.85,159.64965377786126
0.25,0.86,160.98436297650707
0.25,0.87,162.32740369286807
0.25,0.88,163.67845674577808
0.25,0.89,165.0372174384435
0.25,0.9,166.4033948132264
0.25,0.91,167.77671094825752
0.25,0.92,169.15690029342508
0.25,0.93,170.54370904341485
0.25,0.94,171.93689454562494
0.25,0.95,173.33622474090242
0.25,0.96,174.7414776351687
0.25,0.97,176.15244080012425
0.25,0.98,177.56891090132123
0.25,0.99,178.99069325200412
0.25,1.0,180.41760139121058
0.26,0.05,190.66706043559688
0.26,0.06,185.52784168356655
0.26,0.07,180.61314262468485
0.26,0.08,175.92203741795439
0.26,0.09,171.4530180153903
0.26,0.1,167.20400814384726
0.26,0.11,163.17238460240264
0.26,0.12,159.35500527832818
0.26,0.13,155.74824309542146
0.26,0.14,152.3480249609654
0.26,0.15,149.14987467754042
0.26,0.16,146.14895873524023
0.26,0.17,143.34013389688926
0.26,0.18,140.71799552896036
0.26,0.19,138.27692570710144
0.26,0.2,136.01114022922366
0.26,0.21,133.91473379213846
0.26,0.22,131.98172272121138
0.26,0.23,130.20608477866878
0.26,0.24,128.58179570853443
0.26,0.25,127.10286229960141
0.26,0.26,125.76335185872603
0.26,0.27,124.55741808283224
0.26,0.28,123.4793233983139
0.26,0.29,122.52345790097024
0.26,0.3,121.6843550789508
0.26,0.31,120.9567045366695
0.26,0.32,120.33536196086895
0.26,0.33,119.81535658273006
0.26,0.34,119.39189639392627
0.26,0.35,119.06037137152225
0.26,0.36,118.81635495820949
0.26,0.37,118.65560403197777
0.26,0.38,118.57405758415028
0.26,0.39,118.56783430779947
0.26,0.4,118.63322928074464
0.26,0.41,118.76670990927927
0.26,0.42,118.96491128100284
0.26,0.43,119.22463105800581
0.26,0.44,119.54282402546313
0.26,0.45,119.91659639559084
0.26,0.46,120.34319995302843
0.26,0.47,120.8200261150514
0.26,0.48,121.3445999686209
0.26,0.49,121.9145743360757
0.26,0.5,122.52772391224072
0.26,0.51,123.18193950776914
0.26,0.52,123.87522242659051
0.26,0.53,124.6056789993065
0.26,0.54,125.37151528918429
0.26,0.55,126.171031982951
0.26,0.56,127.0026194748133
0.26,0.57,127.86475314894733
0.26,0.58,128.7559888630338
0.26,0.59,129.67495863320957
0.26,0.6,130.62036651899575
0.26,0.61,131.59098470529193
0.26,0.62,132.5856497773592
0.26,0.63,133.60325918379223
0.26,0.64,134.64276788177816
0.26,0.65,135.70318515842376
0.26,0.66,136.78357162156018
0.26,0.67,137.8830363532002
0.26,0.68,139.0007342186928
0.26,0.69,140.13586332457288
0.26,0.7,141.28766261813573
0.26,0.71,142.4554096218541
0.26,0.72,143.6384182958793
0.26,0.73,144.83603702205278
0.26,0.74,146.04764670303138
0.26,0.75,147.27265897036065
0.26,0.76,148.51051449556047
0.26,0.77,149.76068139851483
0.26,0.78,151.0226537477234
0.26,0.79,152.29595014720306
0.26,0.8,153.58011240508728
0.26,0.81,154.87470427920667
0.26,0.82,156.17931029518246
0.26,0.83,157.49353463279192
0.26,0.84,158.81700007659083
0.26,0.85,160.1493470270097
0.26,0.86,161.49023256833226
0.26,0.87,162.83932959018233
0.26,0.88,164.1963259593322
0.26,0.89,165.5609237388316
0.26,0.9,166.93283845162807
0.26,0.91,168.31179838602353
0.26,0.92,169.69754394046504
0.26,0.93,171.0898270053149
0.26,0.94,172.48841037939405
0.26,0.95,173.89306721922196
0.26,0.96,175.3035805189997
0.26,0.97,176.71974261950825
0.26,0.98,178.1413547442014
0.26,0.99,179.56822656087814
0.26,1.0,181.00017576741968
0.27,0.05,190.35032348985604
0.27,0.06,185.16622563145467
0.27,0.07,180.21251949524506
0.27,0.08,175.48809787958865
0.27,0.09,170.99124453501918
0.27,0.1,166.71965071752223
0.27,0.11,162.6704395045358
0.27,0.12,158.84019717958896
0.27,0.13,155.22501079043374
0.27,0.14,151.8205108327905
0.27,0.15,148.62191791306773
0.27,0.16,145.62409219995192
0.27,0.17,142.82158448389214
0.27,0.18,140.2086877192475
0.27,0.19,137.7794880178143
0.27,0.2,135.52791418494604
0.27,0.21,133.44778503044859
0.27,0.22,131.5328538363454
0.27,0.23,129.7768495140051
0.27,0.24,128.17351412711545
0.27,0.25,126.71663658929448
0.27,0.26,125.40008246223138
0.27,0.27,124.21781988010113
0.27,0.28,123.1639417079091
0.27,0.29,122.23268410573145
0.27,0.3,121.41844171863822
0.27,0.31,120.71577974505846
0.27,0.32,120.11944315638198
0.27,0.33,119.62436334975132
0.27,0.34,119.22566251628358
0.27,0.35,118.9186560002908
0.27,0.36,118.69885291314641
0.27,0.37,118.56195524979316
0.27,0.38,118.50385573777318
0.27,0.39,118.52063462914063
0.27,0.4,118.60855562554228
0.27,0.41,118.76406110677136
0.27,0.42,118.98376681371408
0.27,0.43,119.26445611816229
0.27,0.44,119.60307399471225
0.27,0.45,119.99672079402765
0.27,0.46,120.44264590221458
0.27,0.47,120.93824135793116
0.27,0.48,121.48103548711067
0.27,0.49,122.06868660476806
0.27,0.5,122.69897682419129
0.27,0.51,123.36980600581705
0.27,0.52,124.07918587114631
0.27,0.53,124.82523430107473
0.27,0.54,125.60616983290294
0.27,0.55,126.42030636595112
0.27,0.56,127.26604808204584
0.27,0.57,128.14188458409404
0.27,0.58,129.04638625343082
0.27,0.59,129.9781998245579
0.27,0.6,130.93604417421196
0.27,0.61,131.91870632037006
0.27,0.62,132.92503762574762
0.27,0.63,133.9539501995538
0.27,0.64,135.00441349067256
0.27,0.65,136.07545106502423
0.27,0.66,137.16613755959878
0.27,0.67,138.27559580549703
0.27,0.68,139.4029941122753
0.27,0.69,140.54754370591803
0.27,0.7,141.7084963128621
0.27,0.71,142.88514188264998
0.27,0.72,144.07680644197345
0.27,0.73,145.28285007309432
0.27,0.74,146.50266500987325
0.27,0.75,147.73567384489135
0.27,0.76,148.9813278414274
0.27,0.77,150.23910534431744
0.27,0.78,151.50851028401289
0.27,0.79,152.78907076841787
0.27,0.8,154.08033775736686
0.27,0.81,155.38188381486498
0.27,0.82,156.69330193447797
0.27,0.83,158.01420443350318
0.27,0.84,159.34422191180582
0.27,0.85,160.68300227142836
0.27,0.86,162.03020979330725
0.27,0.87,163.38552426764895
0.27,0.88,164.7486401747138
0.27,0.89,166.11926591295278
0.27,0.9,167.49712307162636
0.27,0.91,168.88194574520338
0.27,0.92,170.27347988700802
0.27,0.93,171.67148269973558
0.27,0.94,173.0757220605997
0.27,0.95,174.4859759790188
0.27,0.96,175.90203208487432
0.27,0.97,177.3236871454941
0.27,0.98,178.75074660963674
0.27,0.99,180.18302417684922
0.27,1.0,181.62034139067842
0.28,0.05,190.05387485645724
0.28,0.06,184.82833959624102
0.28,0.07,179.83885831042807
0.28,0.08,175.0841412303253
0.28,0.09,170.56226323038965
0.28,0.1,166.27068305564015
0.28,0.11,162.20627075206875
0.28,0.12,158.36534250314898
0.28,0.13,154.74370186324876
0.28,0.14,151.33668622176685
0.28,0.15,148.139217235689
0.28,0.16,145.1458539335243
0.28,0.17,142.3508472163663
0.28,0.18,139.7481945546314
0.28,0.19,137.33169379194734
0.28,0.2,135.09499510949402
0.28,0.21,133.031650363561
0.28,0.22,131.13515917562327
0.28,0.23,129.39901131878486
0.28,0.24,127.81672509970386
0.28,0.25,126.38188157579194
0.28,0.26,125.08815457014389
0.28,0.27,123.92933654956761
0.28,0.28,122.89936051393164
0.28,0.29,121.99231810856655
0.28,0.3,121.20247421720842
0.28,0.31,120.52427832294465
0.28,0.32,119.952372941107
0.28,0.33,119.4815994333648
0.28,0.34,119.10700150865331
0.28,0.35,118.82382670610167
0.28,0.36,118.62752613963993
0.28,0.37,118.51375276504717
0.28,0.38,118.47835840918196
0.28,0.39,118.51738977907185
0.28,0.4,118.62708364628567
0.28,0.41,118.80386138020242
0.28,0.42,119.04432298288964
0.28,0.43,119.34524075864381
0.28,0.44,119.70355273301658
0.28,0.45,120.11635591947
0.28,0.46,120.58089951671468
0.28,0.47,121.09457810625808
0.28,0.48,121.65492490768173
0.28,0.49,122.25960513859246
0.28,0.5,122.90640951694884
0.28,0.51,123.59324793544512
0.28,0.52,124.31814333074016
0.28,0.53,125.07922576440536
0.28,0.54,125.874726727471
0.28,0.55,126.70297367622288
0.28,0.56,127.56238480338992
0.28,0.57,128.45146404594593
0.28,0.58,129.36879632836673
0.28,0.59,130.31304303825402
0.28,0.6,131.2829377297046
0.28,0.61,132.27728204859565
0.28,0.62,133.29494187304164
0.28,0.63,134.33484366159942
0.28,0.64,135.39597100131834
0.28,0.65,136.47736134742092
0.28,0.66,137.57810294622965
0.28,0.67,138.69733193289508
0.28,0.68,139.83422959550992
0.28,0.69,140.988019797309
0.28,0.7,142.15796654881274
0.28,0.71,143.34337172198508
0.28,0.72,144.5435728987248
0.28,0.73,145.75794134627645
0.28,0.74,146.9858801124364
0.28,0.75,148.22682223372826
0.28,0.76,149.48022905003037
0.28,0.77,150.74558861944087
0.28,0.78,152.02241422747701
0.28,0.79,153.31024298500205
0.28,0.8,154.60863450956978
0.28,0.81,155.9171696851692
0.28,0.82,157.23544949562137
0.28,0.83,158.5630939271514
0.28,0.84,159.8997409359239
0.28,0.85,161.24504547655945
0.28,0.86,162.5986785879007
0.28,0.87,163.96032653251143
0.28,0.88,165.32968998660414
0.28,0.89,166.70648327729646
0.28,0.9,168.09043366428267
0.28,0.91,169.4812806631905
0.28,0.92,170.87877540805806
0.28,0.93,172.28268005052968
0.28,0.94,173.69276719351626
0.28,0.95,175.1088193572095
0.28,0.96,176.5306284754733
0.28,0.97,177.95799542075358
0.28,0.98,179.3907295557752
0.28,0.99,180.8286483103936
0.28,1.0,182.2715767820828
0.29,0.05,189.77601679507646
0.29,0.06,184.51217213471594
0.29,0.07,179.48984389087792
0.29,0.08,174.70755911883515
0.29,0.09,170.16318373142764
0.29,0.1,165.8539444925366
0.29,0.11,161.7764596466536
0.29,0.12,157.9267772794251
0.29,0.13,154.30042028108653
0.29,0.14,150.89243662453086
0.29,0.15,147.6974535775906
0.29,0.16,144.70973444462854
0.29,0.17,141.92323647049054
0.29,0.18,139.33166863112683
0.29,0.19,136.92854816818326
0.29,0.2,134.7072548868513
0.29,0.21,132.6610824146382
0.29,0.22,130.7832858020241
0.29,0.23,129.067125024458
0.29,0.24,127.50590411130077
0.29,0.25,126.09300577578415
0.29,0.26,124.82192154763634
0.29,0.27,123.68627751530852
0.29,0.28,122.67985586785663
0.29,0.29,121.79661248866552
0.29,0.3,121.03069089635031
0.29,0.31,120.3764328547288
0.29,0.32,119.82838598635287
0.29,0.33,119.38130872530655
0.29,0.34,119.03017293730606
0.29,0.35,118.77016452077677
0.29,0.36,118.59668228350795
0.29,0.37,118.50533536732681
0.29,0.38,118.49193946935279
0.29,0.39,118.55251208386349
0.29,0.4,118.68326696446563
0.29,0.41,118.88060798271356
0.29,0.42,119.1411225370144
0.29,0.43,119.46157464486762
0.29,0.44,119.83889783238409
0.29,0.45,120.27018791769369
0.29,0.46,120.75269576927468
0.29,0.47,121.28382010638234
0.29,0.48,121.86110039654038
0.29,0.49,122.48220989436915
0.29,0.5,123.14494885674748
0.29,0.51,123.84723796131517
0.29,0.52,124.58711194848964
0.29,0.53,125.3627135013678
0.29,0.54,126.17228737300665
0.29,0.55,127.01417476649162
0.29,0.56,127.8868079698348
0.29,0.57,128.78870524498012
0.29,0.58,129.71846596795834
0.29,0.59,130.67476601545204
0.29,0.6,131.65635339163873
0.29,0.61,132.66204408810776
0.29,0.62,133.69071816885645
0.29,0.63,134.74131607181164
0.29,0.64,135.8128351179522
0.29,0.65,136.90432621890164
0.29,0.66,138.01489077377715
0.29,0.67,139.14367774611475
0.29,0.68,140.28988091179176
0.29,0.69,141.45273626905626
0.29,0.7,142.63151960199497
0.29,0.71,143.8255441890448
0.29,0.72,145.03415864844754
0.29,0.73,146.25674491287114
0.29,0.74,147.49271632574118
0.29,0.75,148.7415158521758
0.29,0.76,150.00261439774602
0.29,0.77,151.27550922863216
0.29,0.78,152.5597224870652
0.29,0.79,153.85479979628622
0.29,0.8,155.16030894955813
0.29,0.81,156.47583867807722
0.29,0.82,157.80099749292927
0.29,0.83,159.1354125965092
0.29,0.84,160.47872885910772
0.29,0.85,161.83060785660675
0.29,0.86,163.19072696549287
0.29,0.87,164.55877851160975
0.29,0.88,165.93446896930772
0.29,0.89,167.31751820784257
0.29,0.9,168.70765878208414
0.29,0.91,170.10463526476954
0.29,0.92,171.50820361772045
0.29,0.93,172.91813059959966
0.29,0.94,174.33419320793806
0.29,0.95,175.75617815331293
0.29,0.96,177.1838813636848
0.29,0.97,178.6171075170362
0.29,0.98,180.05566960056956
0.29,0.99,181.49938849483166
0.29,1.0,182.9480925812451
0.3,0.05,189.5152237899423
0.3,0.06,184.21591977088943
0.3,0.07,179.16340490253003
0.3,0.08,174.35602291097308
0.3,0.09,169.79143110481257
0.3,0.1,165.46662521758026
0.3,0.11,161.37797331206488
0.3,0.12,157.52125772797632
0.3,0.13,153.89172382143687
0.3,0.14,150.48413408246782
0.3,0.15,147.29282612979614
0.3,0.16,144.31177306958025
0.3,0.17,141.5346447592465
0.3,0.18,138.9548686286506
0.3,0.19,136.56568886489666
0.3,0.2,134.36022294997375
0.3,0.21,132.33151473804492
0.3,0.22,130.47258345929356
0.3,0.23,128.77646822943683
0.3,0.24,127.23626782057849
0.3,0.25,125.84517560474607
0.3,0.26,124.59650971327254
0.3,0.27,123.48373856217817
0.3,0.28,122.50050197645265
0.3,0.29,121.64062820632248
0.3,0.3,120.8981471686521
0.3,0.31,120.26730026938826
0.3,0.32,119.74254717137241
0.3,0.33,119.3185698687845
0.3,0.34,118.99027441762469
0.3,0.35,118.75279065334314
0.3,0.36,118.60147020405859
0.3,0.37,118.53188308243786
0.3,0.38,118.53981311263921
0.3,0.39,118.62125242181172
0.3,0.4,118.77239519930474
0.3,0.41,118.98963090156037
0.3,0.42,119.26953705704453
0.3,0.43,119.60887180374634
0.3,0.44,120.00456627188952
0.3,0.45,120.4537169065793
0.3,0.46,120.95357780912346
0.3,0.47,121.50155316164576
0.3,0.48,122.09518978723153
0.3,0.49,122.73216988710142
0.3,0.5,123.41030398702605
0.3,0.51,124.12752411726916
0.3,0.52,124.88187724360013
0.3,0.53,125.67151896124707
0.3,0.54,126.49470745891273
0.3,0.55,127.34979775605284
0.3,0.56,128.23523621339953
0.3,0.57,129.14955531410405
0.3,0.58,130.091368710796
0.3,0.59,131.05936653222196
0.3,0.6,132.05231094187224
0.3,0.61,133.069031940073
0.3,0.62,134.10842340035177
0.3,0.63,135.16943933044485
0.3,0.64,136.25109034805052
0.3,0.65,137.35244036132826
0.3,0.66,138.47260344414997
0.3,0.67,139.61074089622392
0.3,0.68,140.76605847839718
0.3,0.69,141.93780381368853
0.3,0.7,143.1252639448943
0.3,0.71,144.3277630399379
0.3,0.72,145.5446602364766
0.3,0.73,146.77534761764753
0.3,0.74,148.0192483112007
0.3,0.75,149.2758147046425
0.3,0.76,150.54452676938328
0.3,0.77,151.8248904872558
0.3,0.78,153.11643637311448
0.3,0.79,154.41871808759285
0.3,0.8,155.731311134419
0.3,0.81,157.053811637018
0.3,0.82,158.38583518944438
0.3,0.83,159.72701577697723
0.3,0.84,161.07700476199958
0.3,0.85,162.43546993104957
0.3,0.86,163.80209459918345
0.3,0.87,165.17657676803933
0.3,0.88,166.55862833420534
0.3,0.89,167.94797434472343
0.3,0.9,169.3443522967526
0.3,0.91,170.74751147861053
0.3,0.92,172.15721234958994
0.3,0.93,173.57322595611058
0.3,0.94,174.99533338193157
0.3,0.95,176.42332523028975
0.3,0.96,177.85700113596843
0.3,0.97,179.29616930543665
0.3,0.98,180.74064608331105
0.3,0.99,182.1902555435119
0.3,1.0,183.64482910358691
0.31,0.05,189.27012413175575
0.31,0.06,183.93796420540556
0.31,0.07,178.8576865047107
0.31,0.08,174.02745160864467
0.31,0.09,169.4447088982539
0.31,0.1,165.1062243236292
0.31,0.11,161.00811765112726
0.31,0.12,157.1459080539296
0.31,0.13,153.51456666667383
0.31,0.14,150.1085745614957
0.31,0.15,146.9219845226833
0.31,0.16,143.9484849976493
0.31,0.17,141.18146467459792
0.31,0.18,138.61407626932808
0.31,0.19,136.23929827979225
0.31,0.2,134.0499936713627
0.31,0.21,132.0389646729803
0.31,0.22,130.19900308117303
0.31,0.23,128.5229356745388
0.31,0.24,127.00366452777364
0.31,0.25,125.63420217657942
0.31,0.26,124.40770172018127
0.31,0.27,123.31748205622723
0.31,0.28,122.35704852460589
0.31,0.29,121.52010929441576
0.31,0.3,120.80058786486502
0.31,0.31,120.19263206949847
0.31,0.32,119.69061997713177
0.31,0.33,119.28916307537648
0.31,0.34,118.98310710649412
0.31,0.35,118.76753090306892
0.31,0.36,118.63774354472473
0.31,0.37,118.58928012859957
0.31,0.38,118.61789641689576
0.31,0.39,118.7195625956247
0.31,0.4,118.89045635042284
0.31,0.41,119.12695543860528
0.31,0.42,119.4256299117734
0.31,0.43,119.78323412054274
0.31,0.44,120.19669861234975
0.31,0.45,120.66312201488084
0.31,0.46,121.1797629813292
0.31,0.47,121.74403225935721
0.31,0.48,122.35348493315821
0.31,0.49,123.00581287723581
0.31,0.5,123.69883745128219
0.31,0.51,124.43050245768808
0.31,0.52,125.19886737659522
0.31,0.53,126.00210088786446
0.31,0.54,126.83847468474538
0.31,0.55,127.70635758026664
0.31,0.56,128.60420990431413
0.31,0.57,129.53057818691966
0.31,0.58,130.4840901213591
0.31,0.59,131.46344979917865
0.31,0.6,132.46743320815506
0.31,0.61,133.49488398339707
0.31,0.62,134.54470940125339
0.31,0.63,135.61587660536637
0.31,0.64,136.70740905405208
0.31,0.65,137.81838317818378
0.31,0.66,138.94792523884533
0.31,0.67,140.09520837422215
0.31,0.68,141.2594498254507
0.31,0.69,142.43990833146017
0.31,0.7,143.63588168319342
0.31,0.71,144.84670442797176
0.31,0.72,146.07174571515964
0.31,0.73,147.31040727469613
0.31,0.74,148.5621215204683
0.31,0.75,149.8263497709016
0.31,0.76,151.1025805795567
0.31,0.77,152.3903281689037
0.31,0.78,153.68913096083415
0.31,0.79,154.9985501978386
0.31,0.8,156.3181686491323
0.31,0.81,157.64758939635175
0.31,0.82,158.9864346937756
0.31,0.83,160.33434489832112
0.31,0.84,161.69097746487924
0.31,0.85,163.05600600280795
0.31,0.86,164.42911938968916
0.31,0.87,165.81002093868494
0.31,0.88,167.1984276160742
0.31,0.89,168.59406930576571
0.31,0.9,169.99668811779418
0.31,0.91,171.40603773799577
0.31,0.92,172.82188281624784
0.31,0.93,174.24399839082204
0.31,0.94,175.6721693465675
0.31,0.95,177.10618990478247
0.31,0.96,178.54586314277975
0.31,0.97,179.9910005412773
0.31,0.98,181.4414215578735
0.31,0.99,182.896953224974
0.31,1.0,184.35742977064783
0.32,0.05,189.03948349850918
0.32,0.06,183.67685208196036
0.32,0.07,178.57102616304675
0.32,0.08,173.71998358909144
0.32,0.09,169.12096670631294
0.32,0.1,164.77051312098658
0.32,0.11,160.6644963518236
0.32,0.12,156.7981751134398
0.32,0.13,153.16624971975497
0.32,0.14,149.7629239328044
0.32,0.15,146.58197051038175
0.32,0.16,143.61679872114254
0.32,0.17,140.860522187974
0.32,0.18,138.30602557472446
0.32,0.19,135.9460288305524
0.32,0.2,133.77314793252287
0.32,0.21,131.77995130407285
0.32,0.22,129.95901132040808
0.32,0.23,128.3029505305487
0.32,0.24,126.80448242162899
0.32,0.25,125.4564467192525
0.32,0.26,124.25183935602712
0.32,0.27,123.18383734884354
0.32,0.28,122.24581890566344
0.32,0.29,121.43137913729642
0.32,0.3,120.73434178226229
0.32,0.31,120.14876736700839
0.32,0.32,119.66895822309107
0.32,0.33,119.28946077085052
0.32,0.34,119.00506545863243
0.32,0.35,118.81080472037354
0.32,0.36,118.70194928456124
0.32,0.37,118.67400313596967
0.32,0.38,118.72269739953958
0.32,0.39,118.84398338437082
0.32,0.4,119.03402499574946
0.32,0.41,119.28919069497938
0.32,0.42,119.60604516081297
0.32,0.43,119.98134078266379
0.32,0.44,120.41200909455497
0.32,0.45,120.89515223989707
0.32,0.46,121.42803454057112
0.32,0.47,122.0080742293052
0.32,0.48,122.63283539177908
0.32,0.49,123.30002015413734
0.32,0.5,124.00746114241379
0.32,0.51,124.7531142326358
0.32,0.52,125.5350516038868
0.32,0.53,126.35145510122929
0.32,0.54,127.20060991096065
0.32,0.55,128.08089854708592
0.32,0.56,128.99079514499994
0.32,0.57,129.92886005609978
0.32,0.58,130.89373473528266
0.32,0.59,131.88413691194887
0.32,0.6,132.89885603417162
0.32,0.61,133.93674897501805
0.32,0.62,134.9967359895943
0.32,0.63,136.07779691117236
0.32,0.64,137.1789675747028
0.32,0.65,138.29933645610723
0.32,0.66,139.43804151592062
0.32,0.67,140.5942672361369
0.32,0.68,141.76724183942403
0.32,0.69,142.95623468026565
0.32,0.7,144.16055379798354
0.32,0.71,145.3795436220295
0.32,0.72,146.6125828203753
0.32,0.73,147.8590822822732
0.32,0.74,149.11848322710804
0.32,0.75,150.39025543149822
0.32,0.76,151.67389556723387
0.32,0.77,152.96892564306205
0.32,0.78,154.27489154372887
0.32,0.79,155.59136166008028
0.32,0.8,156.91792560439805
0.32,0.81,158.25419300549643
0.32,0.82,159.59979237845357
0.32,0.83,160.9543700641657
0.32,0.84,162.31758923421864
0.32,0.85,163.68912895686069
0.32,0.86,165.0686833201302
0.32,0.87,166.45596060844528
0.32,0.88,167.8506825292094
0.32,0.89,169.25258348620326
0.32,0.9,170.66140989675304
0.32,0.91,172.07691954985899
0.32,0.92,173.49888100265585
0.32,0.93,174.92707301274766
0.32,0.94,176.36128400412935
0.32,0.95,177.8013115645493
0.32,0.96,179.24696197231657
0.32,0.97,180.69804975068712
0.32,0.98,182.1543972480873
0.32,0.99,183.61583424254212
0.32,1.0,185.08219756879987
0.33,0.05,188.82219033027937
0.33,0.06,183.43127703554958
0.33,0.07,178.30193227147026
0.33,0.08,173.4319517178732
0.33,0.09,168.818371709489
0.33,0.1,164.45750305645075
0.33,0.11,160.34497515955783
0.33,0.12,156.4757890322338
0.33,0.13,152.84437758213528
0.33,0.14,149.44467134318165
0.33,0.15,146.27016778616883
0.33,0.16,143.31400236754536
0.33,0.17,140.56901958897026
0.33,0.18,138.02784251795603
0.33,0.19,135.68293944290176
0.33,0.2,133.526686584701
